Year,Quintile,Income,Race,Dollar
2010,Top 5 percent,401200,White (Non-Hispanic),2022
2009,Lowest fifth,17910,White (Non-Hispanic),2022
2009,Second fifth,43500,White (Non-Hispanic),2022
2009,Middle fifth,72120,White (Non-Hispanic),2022
2009,Fourth fifth,112300,White (Non-Hispanic),2022
2009,Highest fifth,238600,White (Non-Hispanic),2022
2009,Top 5 percent,410100,White (Non-Hispanic),2022
2008,Lowest fifth,17860,White (Non-Hispanic),2022
2008,Second fifth,43540,White (Non-Hispanic),2022
2008,Middle fifth,73260,White (Non-Hispanic),2022
2008,Fourth fifth,113500,White (Non-Hispanic),2022
2008,Highest fifth,240000,White (Non-Hispanic),2022
2008,Top 5 percent,414300,White (Non-Hispanic),2022
2007,Lowest fifth,18270,White (Non-Hispanic),2022
2007,Second fifth,44930,White (Non-Hispanic),2022
2007,Middle fifth,75070,White (Non-Hispanic),2022
2007,Fourth fifth,117000,White (Non-Hispanic),2022
2007,Highest fifth,244500,White (Non-Hispanic),2022
2007,Top 5 percent,418100,White (Non-Hispanic),2022
2006,Lowest fifth,18390,White (Non-Hispanic),2022
2006,Second fifth,44820,White (Non-Hispanic),2022
2006,Middle fifth,74130,White (Non-Hispanic),2022
2006,Fourth fifth,115400,White (Non-Hispanic),2022
2006,Highest fifth,249800,White (Non-Hispanic),2022
2006,Top 5 percent,441500,White (Non-Hispanic),2022
2005,Lowest fifth,17830,White (Non-Hispanic),2022
2005,Second fifth,44060,White (Non-Hispanic),2022
2005,Middle fifth,73240,White (Non-Hispanic),2022
2005,Fourth fifth,113200,White (Non-Hispanic),2022
2005,Highest fifth,246200,White (Non-Hispanic),2022
2005,Top 5 percent,437600,White (Non-Hispanic),2022
2004,Lowest fifth,17500,White (Non-Hispanic),2022
2004,Second fifth,43120,White (Non-Hispanic),2022
2004,Middle fifth,72420,White (Non-Hispanic),2022
2004,Fourth fifth,112000,White (Non-Hispanic),2022
2004,Highest fifth,238900,White (Non-Hispanic),2022
2004,Top 5 percent,417400,White (Non-Hispanic),2022
2003,Lowest fifth,17570,White (Non-Hispanic),2022
2003,Second fifth,43510,White (Non-Hispanic),2022
2003,Middle fifth,72750,White (Non-Hispanic),2022
2003,Fourth fifth,113000,White (Non-Hispanic),2022
2003,Highest fifth,238800,White (Non-Hispanic),2022
2003,Top 5 percent,414700,White (Non-Hispanic),2022
2002,Lowest fifth,17730,White (Non-Hispanic),2022
2002,Second fifth,43670,White (Non-Hispanic),2022
2002,Middle fifth,72910,White (Non-Hispanic),2022
2002,Fourth fifth,112200,White (Non-Hispanic),2022
2002,Highest fifth,235600,White (Non-Hispanic),2022
2002,Top 5 percent,411100,White (Non-Hispanic),2022
2001,Lowest fifth,18010,White (Non-Hispanic),2022
2001,Second fifth,43910,White (Non-Hispanic),2022
2001,Middle fifth,72790,White (Non-Hispanic),2022
2001,Fourth fifth,112300,White (Non-Hispanic),2022
2001,Highest fifth,243600,White (Non-Hispanic),2022
2001,Top 5 percent,435900,White (Non-Hispanic),2022
2000,Lowest fifth,18270,White (Non-Hispanic),2022
2000,Second fifth,44520,White (Non-Hispanic),2022
2000,Middle fifth,73380,White (Non-Hispanic),2022
2000,Fourth fifth,112500,White (Non-Hispanic),2022
2000,Highest fifth,241900,White (Non-Hispanic),2022
2000,Top 5 percent,430600,White (Non-Hispanic),2022
1999,Lowest fifth,18830,White (Non-Hispanic),2022
1999,Second fifth,44630,White (Non-Hispanic),2022
1999,Middle fifth,73510,White (Non-Hispanic),2022
1999,Fourth fifth,112200,White (Non-Hispanic),2022
1999,Highest fifth,237700,White (Non-Hispanic),2022
1999,Top 5 percent,416600,White (Non-Hispanic),2022
1998,Lowest fifth,18340,White (Non-Hispanic),2022
1998,Second fifth,44270,White (Non-Hispanic),2022
1998,Middle fifth,72510,White (Non-Hispanic),2022
1998,Fourth fifth,109500,White (Non-Hispanic),2022
1998,Highest fifth,230000,White (Non-Hispanic),2022
1998,Top 5 percent,403700,White (Non-Hispanic),2022
1997,Lowest fifth,17620,White (Non-Hispanic),2022
1997,Second fifth,42400,White (Non-Hispanic),2022
1997,Middle fifth,69850,White (Non-Hispanic),2022
1997,Fourth fifth,106100,White (Non-Hispanic),2022
1997,Highest fifth,224600,White (Non-Hispanic),2022
1997,Top 5 percent,397000,White (Non-Hispanic),2022
1996,Lowest fifth,17510,White (Non-Hispanic),2022
1996,Second fifth,41520,White (Non-Hispanic),2022
1996,Middle fifth,68130,White (Non-Hispanic),2022
1996,Fourth fifth,102900,White (Non-Hispanic),2022
1996,Highest fifth,213300,White (Non-Hispanic),2022
1996,Top 5 percent,370300,White (Non-Hispanic),2022
1995,Lowest fifth,17620,White (Non-Hispanic),2022
1995,Second fifth,41400,White (Non-Hispanic),2022
1995,Middle fifth,67190,White (Non-Hispanic),2022
1995,Fourth fifth,101100,White (Non-Hispanic),2022
1995,Highest fifth,207700,White (Non-Hispanic),2022
1995,Top 5 percent,356900,White (Non-Hispanic),2022
1994,Lowest fifth,16560,White (Non-Hispanic),2022
1994,Second fifth,39600,White (Non-Hispanic),2022
1994,Middle fifth,64900,White (Non-Hispanic),2022
1994,Fourth fifth,98960,White (Non-Hispanic),2022
1994,Highest fifth,206200,White (Non-Hispanic),2022
1994,Top 5 percent,358100,White (Non-Hispanic),2022
1993,Lowest fifth,16250,White (Non-Hispanic),2022
1993,Second fifth,39520,White (Non-Hispanic),2022
1993,Middle fifth,64510,White (Non-Hispanic),2022
1993,Fourth fifth,97690,White (Non-Hispanic),2022
1993,Highest fifth,201000,White (Non-Hispanic),2022
1993,Top 5 percent,345400,White (Non-Hispanic),2022
1992,Lowest fifth,16460,White (Non-Hispanic),2022
1992,Second fifth,39500,White (Non-Hispanic),2022
1992,Middle fifth,64520,White (Non-Hispanic),2022
1992,Fourth fifth,96810,White (Non-Hispanic),2022
1992,Highest fifth,185000,White (Non-Hispanic),2022
1992,Top 5 percent,293700,White (Non-Hispanic),2022
1991,Lowest fifth,16720,White (Non-Hispanic),2022
1991,Second fifth,39980,White (Non-Hispanic),2022
1991,Middle fifth,64480,White (Non-Hispanic),2022
1991,Fourth fifth,96430,White (Non-Hispanic),2022
1991,Highest fifth,182400,White (Non-Hispanic),2022
1991,Top 5 percent,284600,White (Non-Hispanic),2022
1990,Lowest fifth,17140,White (Non-Hispanic),2022
1990,Second fifth,41060,White (Non-Hispanic),2022
1990,Middle fifth,65690,White (Non-Hispanic),2022
1990,Fourth fifth,97500,White (Non-Hispanic),2022
1990,Highest fifth,187100,White (Non-Hispanic),2022
1990,Top 5 percent,298400,White (Non-Hispanic),2022
1989,Lowest fifth,17460,White (Non-Hispanic),2022
1989,Second fifth,41490,White (Non-Hispanic),2022
1989,Middle fifth,66940,White (Non-Hispanic),2022
1989,Fourth fifth,99280,White (Non-Hispanic),2022
1989,Highest fifth,192700,White (Non-Hispanic),2022
1989,Top 5 percent,312100,White (Non-Hispanic),2022
1988,Lowest fifth,16990,White (Non-Hispanic),2022
1988,Second fifth,41040,White (Non-Hispanic),2022
1988,Middle fifth,66370,White (Non-Hispanic),2022
1988,Fourth fifth,97910,White (Non-Hispanic),2022
1988,Highest fifth,184600,White (Non-Hispanic),2022
1988,Top 5 percent,290800,White (Non-Hispanic),2022
1987,Lowest fifth,16690,White (Non-Hispanic),2022
1987,Second fifth,40610,White (Non-Hispanic),2022
1987,Middle fifth,65790,White (Non-Hispanic),2022
1987,Fourth fifth,96970,White (Non-Hispanic),2022
1987,Highest fifth,181600,White (Non-Hispanic),2022
1987,Top 5 percent,285900,White (Non-Hispanic),2022
1986,Lowest fifth,16060,White (Non-Hispanic),2022
1986,Second fifth,39760,White (Non-Hispanic),2022
1986,Middle fifth,64570,White (Non-Hispanic),2022
1986,Fourth fifth,95180,White (Non-Hispanic),2022
1986,Highest fifth,178200,White (Non-Hispanic),2022
1986,Top 5 percent,279700,White (Non-Hispanic),2022
1985,Lowest fifth,15630,White (Non-Hispanic),2022
1985,Second fifth,38560,White (Non-Hispanic),2022
1985,Middle fifth,62180,White (Non-Hispanic),2022
1985,Fourth fifth,91700,White (Non-Hispanic),2022
1985,Highest fifth,169800,White (Non-Hispanic),2022
1985,Top 5 percent,262300,White (Non-Hispanic),2022
1984,Lowest fifth,15740,White (Non-Hispanic),2022
1984,Second fifth,37970,White (Non-Hispanic),2022
1984,Middle fifth,61030,White (Non-Hispanic),2022
1984,Fourth fifth,90040,White (Non-Hispanic),2022
1984,Highest fifth,163700,White (Non-Hispanic),2022
1984,Top 5 percent,246900,White (Non-Hispanic),2022
1983,Lowest fifth,15340,White (Non-Hispanic),2022
1983,Second fifth,37080,White (Non-Hispanic),2022
1983,Middle fifth,59470,White (Non-Hispanic),2022
1983,Fourth fifth,87470,White (Non-Hispanic),2022
1983,Highest fifth,158900,White (Non-Hispanic),2022
1983,Top 5 percent,240200,White (Non-Hispanic),2022
1982,Lowest fifth,14870,White (Non-Hispanic),2022
1982,Second fifth,36700,White (Non-Hispanic),2022
1982,Middle fifth,58970,White (Non-Hispanic),2022
1982,Fourth fifth,86200,White (Non-Hispanic),2022
1982,Highest fifth,156400,White (Non-Hispanic),2022
1982,Top 5 percent,235500,White (Non-Hispanic),2022
1981,Lowest fifth,15080,White (Non-Hispanic),2022
1981,Second fifth,36590,White (Non-Hispanic),2022
1981,Middle fifth,59270,White (Non-Hispanic),2022
1981,Fourth fifth,86480,White (Non-Hispanic),2022
1981,Highest fifth,153200,White (Non-Hispanic),2022
1981,Top 5 percent,227500,White (Non-Hispanic),2022
1980,Lowest fifth,15480,White (Non-Hispanic),2022
1980,Second fifth,37630,White (Non-Hispanic),2022
1980,Middle fifth,60440,White (Non-Hispanic),2022
1980,Fourth fifth,87180,White (Non-Hispanic),2022
1980,Highest fifth,153900,White (Non-Hispanic),2022
1980,Top 5 percent,229800,White (Non-Hispanic),2022
1979,Lowest fifth,15790,White (Non-Hispanic),2022
1979,Second fifth,38520,White (Non-Hispanic),2022
1979,Middle fifth,62030,White (Non-Hispanic),2022
1979,Fourth fifth,89260,White (Non-Hispanic),2022
1979,Highest fifth,159100,White (Non-Hispanic),2022
1979,Top 5 percent,242900,White (Non-Hispanic),2022
1978,Lowest fifth,15750,White (Non-Hispanic),2022
1978,Second fifth,38080,White (Non-Hispanic),2022
1978,Middle fifth,61640,White (Non-Hispanic),2022
1978,Fourth fifth,88580,White (Non-Hispanic),2022
1978,Highest fifth,157200,White (Non-Hispanic),2022
1978,Top 5 percent,240200,White (Non-Hispanic),2022
1977,Lowest fifth,15090,White (Non-Hispanic),2022
1977,Second fifth,37150,White (Non-Hispanic),2022
1977,Middle fifth,60100,White (Non-Hispanic),2022
1977,Fourth fifth,86370,White (Non-Hispanic),2022
1977,Highest fifth,152700,White (Non-Hispanic),2022
1977,Top 5 percent,234300,White (Non-Hispanic),2022
1976,Lowest fifth,15310,White (Non-Hispanic),2022
1976,Second fifth,37140,White (Non-Hispanic),2022
1976,Middle fifth,59670,White (Non-Hispanic),2022
1976,Fourth fifth,85020,White (Non-Hispanic),2022
1976,Highest fifth,149500,White (Non-Hispanic),2022
1976,Top 5 percent,228600,White (Non-Hispanic),2022
1975,Lowest fifth,14870,White (Non-Hispanic),2022
1975,Second fifth,36250,White (Non-Hispanic),2022
1975,Middle fifth,58100,White (Non-Hispanic),2022
1975,Fourth fifth,82960,White (Non-Hispanic),2022
1975,Highest fifth,145500,White (Non-Hispanic),2022
1975,Top 5 percent,221300,White (Non-Hispanic),2022
1974,Lowest fifth,15330,White (Non-Hispanic),2022
1974,Second fifth,38020,White (Non-Hispanic),2022
1974,Middle fifth,59700,White (Non-Hispanic),2022
1974,Fourth fifth,84930,White (Non-Hispanic),2022
1974,Highest fifth,149400,White (Non-Hispanic),2022
1974,Top 5 percent,227300,White (Non-Hispanic),2022
1973,Lowest fifth,15290,White (Non-Hispanic),2022
1973,Second fifth,38540,White (Non-Hispanic),2022
1973,Middle fifth,61640,White (Non-Hispanic),2022
1973,Fourth fifth,87360,White (Non-Hispanic),2022
1973,Highest fifth,155200,White (Non-Hispanic),2022
1973,Top 5 percent,239500,White (Non-Hispanic),2022
1972,Lowest fifth,14630,White (Non-Hispanic),2022
1972,Second fifth,37950,White (Non-Hispanic),2022
1972,Middle fifth,60370,White (Non-Hispanic),2022
1972,Fourth fifth,85000,White (Non-Hispanic),2022
1972,Highest fifth,151700,White (Non-Hispanic),2022
1972,Top 5 percent,235100,White (Non-Hispanic),2022
2022,Lowest fifth,13930,Hispanic,2022
2022,Second fifth,38210,Hispanic,2022
2022,Middle fifth,63180,Hispanic,2022
2022,Fourth fifth,96980,Hispanic,2022
2022,Highest fifth,213700,Hispanic,2022
2022,Top 5 percent,373900,Hispanic,2022
2021,Lowest fifth,13890,Hispanic,2022
2021,Second fifth,38390,Hispanic,2022
2021,Middle fifth,62800,Hispanic,2022
2021,Fourth fifth,99640,Hispanic,2022
2021,Highest fifth,221300,Hispanic,2022
2021,Top 5 percent,383100,Hispanic,2022
2020,Lowest fifth,14800,Hispanic,2022
2020,Second fifth,38380,Hispanic,2022
2020,Middle fifth,62690,Hispanic,2022
2020,Fourth fifth,97730,Hispanic,2022
2020,Highest fifth,210700,Hispanic,2022
2020,Top 5 percent,358600,Hispanic,2022
2019,Lowest fifth,15410,Hispanic,2022
2019,Second fifth,39590,Hispanic,2022
2019,Middle fifth,64110,Hispanic,2022
2019,Fourth fifth,99530,Hispanic,2022
2019,Highest fifth,208800,Hispanic,2022
2019,Top 5 percent,339200,Hispanic,2022
2018,Lowest fifth,14340,Hispanic,2022
2018,Second fifth,36320,Hispanic,2022
2018,Middle fifth,59440,Hispanic,2022
2018,Fourth fifth,92270,Hispanic,2022
2018,Highest fifth,207600,Hispanic,2022
2018,Top 5 percent,371800,Hispanic,2022
2017,Lowest fifth,14340,Hispanic,2022
2017,Second fifth,36320,Hispanic,2022
2017,Middle fifth,59440,Hispanic,2022
2017,Fourth fifth,92270,Hispanic,2022
2017,Highest fifth,207600,Hispanic,2022
2017,Top 5 percent,371800,Hispanic,2022
2016,Lowest fifth,13830,Hispanic,2022
2016,Second fifth,35470,Hispanic,2022
2016,Middle fifth,57720,Hispanic,2022
2016,Fourth fifth,90770,Hispanic,2022
2016,Highest fifth,203100,Hispanic,2022
2016,Top 5 percent,367700,Hispanic,2022
2015,Lowest fifth,13040,Hispanic,2022
2015,Second fifth,32970,Hispanic,2022
2015,Middle fifth,54380,Hispanic,2022
2015,Fourth fifth,86120,Hispanic,2022
2015,Highest fifth,198500,Hispanic,2022
2015,Top 5 percent,360700,Hispanic,2022
2014,Lowest fifth,12380,Hispanic,2022
2014,Second fifth,31290,Hispanic,2022
2014,Middle fifth,51790,Hispanic,2022
2014,Fourth fifth,81370,Hispanic,2022
2014,Highest fifth,171100,Hispanic,2022
2014,Top 5 percent,287000,Hispanic,2022
2013,Lowest fifth,11905,Hispanic,2022
2013,Second fifth,30190,Hispanic,2022
2013,Middle fifth,49345,Hispanic,2022
2013,Fourth fifth,79100,Hispanic,2022
2013,Highest fifth,173750,Hispanic,2022
2013,Top 5 percent,296300,Hispanic,2022
2012,Lowest fifth,11390,Hispanic,2022
2012,Second fifth,29500,Hispanic,2022
2012,Middle fifth,48410,Hispanic,2022
2012,Fourth fifth,76650,Hispanic,2022
2012,Highest fifth,165700,Hispanic,2022
2012,Top 5 percent,282000,Hispanic,2022
2011,Lowest fifth,11640,Hispanic,2022
2011,Second fifth,30200,Hispanic,2022
2011,Middle fifth,48780,Hispanic,2022
2011,Fourth fifth,76030,Hispanic,2022
2011,Highest fifth,164600,Hispanic,2022
2011,Top 5 percent,276100,Hispanic,2022
2010,Lowest fifth,11670,Hispanic,2022
2010,Second fifth,30110,Hispanic,2022
2010,Middle fifth,49430,Hispanic,2022
2010,Fourth fifth,78370,Hispanic,2022
2010,Highest fifth,165700,Hispanic,2022
2010,Top 5 percent,276600,Hispanic,2022
2009,Lowest fifth,12740,Hispanic,2022
2009,Second fifth,31140,Hispanic,2022
2009,Middle fifth,50630,Hispanic,2022
2009,Fourth fifth,79950,Hispanic,2022
2009,Highest fifth,171000,Hispanic,2022
2009,Top 5 percent,288900,Hispanic,2022
2008,Lowest fifth,12490,Hispanic,2022
2008,Second fifth,31250,Hispanic,2022
2008,Middle fifth,50080,Hispanic,2022
2008,Fourth fifth,78920,Hispanic,2022
2008,Highest fifth,167000,Hispanic,2022
2008,Top 5 percent,276200,Hispanic,2022
2007,Lowest fifth,13440,Hispanic,2022
2007,Second fifth,32840,Hispanic,2022
2007,Middle fifth,52740,Hispanic,2022
2007,Fourth fifth,81700,Hispanic,2022
2007,Highest fifth,166400,Hispanic,2022
2007,Top 5 percent,276800,Hispanic,2022
2006,Lowest fifth,13550,Hispanic,2022
2006,Second fifth,33080,Hispanic,2022
2006,Middle fifth,53140,Hispanic,2022
2006,Fourth fifth,81210,Hispanic,2022
2006,Highest fifth,173300,Hispanic,2022
2006,Top 5 percent,293900,Hispanic,2022
2005,Lowest fifth,13200,Hispanic,2022
2005,Second fifth,32280,Hispanic,2022
2005,Middle fifth,51730,Hispanic,2022
2005,Fourth fifth,79130,Hispanic,2022
2005,Highest fifth,163400,Hispanic,2022
2005,Top 5 percent,269000,Hispanic,2022
2004,Lowest fifth,12870,Hispanic,2022
2004,Second fifth,31730,Hispanic,2022
2004,Middle fifth,50830,Hispanic,2022
2004,Fourth fifth,77890,Hispanic,2022
2004,Highest fifth,166900,Hispanic,2022
2004,Top 5 percent,286100,Hispanic,2022
2003,Lowest fifth,13060,Hispanic,2022
2003,Second fifth,31880,Hispanic,2022
2003,Middle fifth,50590,Hispanic,2022
2003,Fourth fifth,78130,Hispanic,2022
2003,Highest fifth,164400,Hispanic,2022
2003,Top 5 percent,275800,Hispanic,2022
2002,Lowest fifth,13370,Hispanic,2022
2002,Second fifth,32610,Hispanic,2022
2002,Middle fifth,51720,Hispanic,2022
2002,Fourth fifth,79900,Hispanic,2022
2002,Highest fifth,170800,Hispanic,2022
2002,Top 5 percent,298400,Hispanic,2022
2001,Lowest fifth,13860,Hispanic,2022
2001,Second fifth,32770,Hispanic,2022
2001,Middle fifth,52840,Hispanic,2022
2001,Fourth fifth,80860,Hispanic,2022
2001,Highest fifth,168400,Hispanic,2022
2001,Top 5 percent,286200,Hispanic,2022
2000,Lowest fifth,14280,Hispanic,2022
2000,Second fifth,33320,Hispanic,2022
2000,Middle fifth,53490,Hispanic,2022
2000,Fourth fifth,80840,Hispanic,2022
2000,Highest fifth,171400,Hispanic,2022
2000,Top 5 percent,305400,Hispanic,2022
1999,Lowest fifth,13700,Hispanic,2022
1999,Second fifth,31990,Hispanic,2022
1999,Middle fifth,50990,Hispanic,2022
1999,Fourth fifth,78400,Hispanic,2022
1999,Highest fifth,160600,Hispanic,2022
1999,Top 5 percent,266600,Hispanic,2022
1998,Lowest fifth,11690,Hispanic,2022
1998,Second fifth,29050,Hispanic,2022
1998,Middle fifth,48090,Hispanic,2022
1998,Fourth fifth,74380,Hispanic,2022
1998,Highest fifth,161500,Hispanic,2022
1998,Top 5 percent,284900,Hispanic,2022
1997,Lowest fifth,11170,Hispanic,2022
1997,Second fifth,27590,Hispanic,2022
1997,Middle fifth,45850,Hispanic,2022
1997,Fourth fifth,71180,Hispanic,2022
1997,Highest fifth,152800,Hispanic,2022
1997,Top 5 percent,265300,Hispanic,2022
1996,Lowest fifth,11370,Hispanic,2022
1996,Second fifth,26730,Hispanic,2022
1996,Middle fifth,43760,Hispanic,2022
1996,Fourth fifth,68940,Hispanic,2022
1996,Highest fifth,147900,Hispanic,2022
1996,Top 5 percent,256400,Hispanic,2022
1995,Lowest fifth,10600,Hispanic,2022
1995,Second fifth,25070,Hispanic,2022
1995,Middle fifth,41530,Hispanic,2022
1995,Fourth fifth,65400,Hispanic,2022
1995,Highest fifth,138700,Hispanic,2022
1995,Top 5 percent,234300,Hispanic,2022
1994,Lowest fifth,10670,Hispanic,2022
1994,Second fifth,25360,Hispanic,2022
1994,Middle fifth,43160,Hispanic,2022
1994,Fourth fifth,67770,Hispanic,2022
1994,Highest fifth,144500,Hispanic,2022
1994,Top 5 percent,245000,Hispanic,2022
1993,Lowest fifth,11110,Hispanic,2022
1993,Second fifth,26010,Hispanic,2022
1993,Middle fifth,43200,Hispanic,2022
1993,Fourth fifth,66090,Hispanic,2022
1993,Highest fifth,139300,Hispanic,2022
1993,Top 5 percent,233400,Hispanic,2022
1992,Lowest fifth,10970,Hispanic,2022
1992,Second fifth,26210,Hispanic,2022
1992,Middle fifth,43650,Hispanic,2022
1992,Fourth fifth,67180,Hispanic,2022
1992,Highest fifth,130500,Hispanic,2022
1992,Top 5 percent,201200,Hispanic,2022
1991,Lowest fifth,11350,Hispanic,2022
1991,Second fifth,27000,Hispanic,2022
1991,Middle fifth,45140,Hispanic,2022
1991,Fourth fifth,69480,Hispanic,2022
1991,Highest fifth,133100,Hispanic,2022
1991,Top 5 percent,203000,Hispanic,2022
1990,Lowest fifth,11540,Hispanic,2022
1990,Second fifth,27200,Hispanic,2022
1990,Middle fifth,45760,Hispanic,2022
1990,Fourth fifth,69670,Hispanic,2022
1990,Highest fifth,133100,Hispanic,2022
1990,Top 5 percent,205800,Hispanic,2022
1989,Lowest fifth,11200,Hispanic,2022
1989,Second fifth,28770,Hispanic,2022
1989,Middle fifth,47480,Hispanic,2022
1989,Fourth fifth,73580,Hispanic,2022
1989,Highest fifth,140400,Hispanic,2022
1989,Top 5 percent,218800,Hispanic,2022
1988,Lowest fifth,10660,Hispanic,2022
1988,Second fifth,27280,Hispanic,2022
1988,Middle fifth,45660,Hispanic,2022
1988,Fourth fifth,70600,Hispanic,2022
1988,Highest fifth,138000,Hispanic,2022
1988,Top 5 percent,221700,Hispanic,2022
1987,Lowest fifth,10680,Hispanic,2022
1987,Second fifth,26420,Hispanic,2022
1987,Middle fifth,44650,Hispanic,2022
1987,Fourth fifth,69520,Hispanic,2022
1987,Highest fifth,137700,Hispanic,2022
1987,Top 5 percent,222100,Hispanic,2022
1986,Lowest fifth,10820,Hispanic,2022
1986,Second fifth,26420,Hispanic,2022
1986,Middle fifth,44180,Hispanic,2022
1986,Fourth fifth,69170,Hispanic,2022
1986,Highest fifth,128700,Hispanic,2022
1986,Top 5 percent,188500,Hispanic,2022
1985,Lowest fifth,10970,Hispanic,2022
1985,Second fifth,25250,Hispanic,2022
1985,Middle fifth,42920,Hispanic,2022
1985,Fourth fifth,66160,Hispanic,2022
1985,Highest fifth,122000,Hispanic,2022
1985,Top 5 percent,177500,Hispanic,2022
1984,Lowest fifth,10370,Hispanic,2022
1984,Second fifth,25450,Hispanic,2022
1984,Middle fifth,43290,Hispanic,2022
1984,Fourth fifth,66660,Hispanic,2022
1984,Highest fifth,121900,Hispanic,2022
1984,Top 5 percent,180900,Hispanic,2022
1983,Lowest fifth,10520,Hispanic,2022
1983,Second fifth,24630,Hispanic,2022
1983,Middle fifth,41590,Hispanic,2022
1983,Fourth fifth,63240,Hispanic,2022
1983,Highest fifth,115300,Hispanic,2022
1983,Top 5 percent,167000,Hispanic,2022
1982,Lowest fifth,10650,Hispanic,2022
1982,Second fifth,24750,Hispanic,2022
1982,Middle fifth,41530,Hispanic,2022
1982,Fourth fifth,63430,Hispanic,2022
1982,Highest fifth,117200,Hispanic,2022
1982,Top 5 percent,174800,Hispanic,2022
1981,Lowest fifth,11690,Hispanic,2022
1981,Second fifth,27470,Hispanic,2022
1981,Middle fifth,44610,Hispanic,2022
1981,Fourth fifth,66240,Hispanic,2022
1981,Highest fifth,117900,Hispanic,2022
1981,Top 5 percent,170900,Hispanic,2022
1980,Lowest fifth,11330,Hispanic,2022
1980,Second fifth,27030,Hispanic,2022
1980,Middle fifth,43570,Hispanic,2022
1980,Fourth fifth,65960,Hispanic,2022
1980,Highest fifth,118500,Hispanic,2022
1980,Top 5 percent,175400,Hispanic,2022
1979,Lowest fifth,12500,Hispanic,2022
1979,Second fifth,29360,Hispanic,2022
1979,Middle fifth,46370,Hispanic,2022
1979,Fourth fifth,68620,Hispanic,2022
1979,Highest fifth,123100,Hispanic,2022
1979,Top 5 percent,182400,Hispanic,2022
1978,Lowest fifth,12630,Hispanic,2022
1978,Second fifth,28990,Hispanic,2022
1978,Middle fifth,45670,Hispanic,2022
1978,Fourth fifth,67480,Hispanic,2022
1978,Highest fifth,116000,Hispanic,2022
1978,Top 5 percent,167800,Hispanic,2022
1977,Lowest fifth,12660,Hispanic,2022
1977,Second fifth,28000,Hispanic,2022
1977,Middle fifth,43960,Hispanic,2022
1977,Fourth fifth,64200,Hispanic,2022
1977,Highest fifth,111900,Hispanic,2022
1977,Top 5 percent,162500,Hispanic,2022
1976,Lowest fifth,11720,Hispanic,2022
1976,Second fifth,26050,Hispanic,2022
1976,Middle fifth,42040,Hispanic,2022
1976,Fourth fifth,62690,Hispanic,2022
1976,Highest fifth,107300,Hispanic,2022
1976,Top 5 percent,154100,Hispanic,2022
1975,Lowest fifth,11430,Hispanic,2022
1975,Second fifth,26090,Hispanic,2022
1975,Middle fifth,41300,Hispanic,2022
1975,Fourth fifth,60990,Hispanic,2022
1975,Highest fifth,105900,Hispanic,2022
1975,Top 5 percent,158600,Hispanic,2022
1974,Lowest fifth,13250,Hispanic,2022
1974,Second fifth,28350,Hispanic,2022
1974,Middle fifth,44700,Hispanic,2022
1974,Fourth fifth,64370,Hispanic,2022
1974,Highest fifth,110300,Hispanic,2022
1974,Top 5 percent,161100,Hispanic,2022
1973,Lowest fifth,13310,Hispanic,2022
1973,Second fifth,29730,Hispanic,2022
1973,Middle fifth,45410,Hispanic,2022
1973,Fourth fifth,65500,Hispanic,2022
1973,Highest fifth,108700,Hispanic,2022
1973,Top 5 percent,154800,Hispanic,2022
1972,Lowest fifth,13540,Hispanic,2022
1972,Second fifth,28810,Hispanic,2022
1972,Middle fifth,44360,Hispanic,2022
1972,Fourth fifth,61910,Hispanic,2022
1972,Highest fifth,109100,Hispanic,2022
1972,Top 5 percent,166700,Hispanic,2022
2022,Lowest fifth,10550,Black,2022
2022,Second fifth,31280,Black,2022
2022,Middle fifth,53790,Black,2022
2022,Fourth fifth,86240,Black,2022
2022,Highest fifth,203900,Black,2022
2022,Top 5 percent,363500,Black,2022
2021,Lowest fifth,10050,Black,2022
2021,Second fifth,29770,Black,2022
2021,Middle fifth,52620,Black,2022
2021,Fourth fifth,86720,Black,2022
2021,Highest fifth,206500,Black,2022
2021,Top 5 percent,365100,Black,2022
2020,Lowest fifth,9387,Black,2022
2020,Second fifth,29180,Black,2022
2020,Middle fifth,52650,Black,2022
2020,Fourth fifth,86630,Black,2022
2020,Highest fifth,210600,Black,2022
2020,Top 5 percent,391000,Black,2022
2019,Lowest fifth,10120,Black,2022
2019,Second fifth,29640,Black,2022
2019,Middle fifth,52390,Black,2022
2019,Fourth fifth,86990,Black,2022
2019,Highest fifth,207700,Black,2022
2019,Top 5 percent,371200,Black,2022
2018,Lowest fifth,8884,Black,2022
2018,Second fifth,27190,Black,2022
2018,Middle fifth,48360,Black,2022
2018,Fourth fifth,79700,Black,2022
2018,Highest fifth,179000,Black,2022
2018,Top 5 percent,295100,Black,2022
2017,Lowest fifth,8884,Black,2022
2017,Second fifth,27190,Black,2022
2017,Middle fifth,48360,Black,2022
2017,Fourth fifth,79700,Black,2022
2017,Highest fifth,179000,Black,2022
2017,Top 5 percent,295100,Black,2022
2016,Lowest fifth,8993,Black,2022
2016,Second fifth,26760,Black,2022
2016,Middle fifth,47740,Black,2022
2016,Fourth fifth,79100,Black,2022
2016,Highest fifth,186100,Black,2022
2016,Top 5 percent,337000,Black,2022
2015,Lowest fifth,8527,Black,2022
2015,Second fifth,25100,Black,2022
2015,Middle fifth,45450,Black,2022
